Name,Tags,Type,Address,Website,Instagram,Image,Description
Maya Negri,Minimalist,Online only,,https://mayanegri.com/,,https://mayanegri.com/cdn/shop/files/E1B4B2FD-5361-4EDA-92B0-57833D1F48EE_1350x1800.jpg?v=1776700300,"Womenswear designed in soft, considered silhouettes with a quiet, contemporary hand."
Mishi,Minimalist,In Person,"50 HaTzabar St, Tel Mond",https://mishi.style/,,https://mishi.style/cdn/shop/files/WhatsAppImage2026-05-18at21.33.28_1_1800x1800.jpg?v=1779129415,"A curated boutique founded in spring 2016, devoted to a hand-picked team of Israeli wome…"
Mishimono,Minimalist,Online only,,https://mishimono.com/,,https://mishimono.com/wp-content/uploads/2025/12/2-11-683x1024.jpg,Womenswear with a Japanese-inflected sensibility. Mishimono works in considered silhouet…
Miss Nori,Minimalist,Online only,,https://missnori.com/,,https://missnori.com/cdn/shop/files/2025_01_21-MN46178.jpg?v=1769020710&width=1800,"Easy, wearable pieces with a soft, feminine sensibility and considered everyday silhouet…"
Mors,Artisan; Luxury; Denim,Online only,,https://morsdesigners.com/,,https://morsdesigners.com/wp-content/uploads/2025/11/%D7%91%D7%90%D7%A0%D7%A8-%D7%9C%D7%9E%D7%97%D7%A9%D7%91.png,"Mor Hemed's Tel Aviv design house walks the line between art and fashion, denim art, scu…"
Muslin Brothers,Conceptual,Online only,,https://www.muslinbrothers.com/,,"https://static.wixstatic.com/media/a25c6e_aba9669ec6634536a94cf10a7e42b5f1~mv2.jpg/v1/fill/w_441,h_601,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/a25c6e_aba9669ec6634536a94cf10a7e42b5f1~mv2.jpg","Founded in Tel Aviv in 2011 by Tamar Levit and Yaen Levi, now based in Brussels."
Myki Boutique,Minimalist,Online only,,https://mykiboutique.com/,,https://mykiboutique.com/cdn/shop/files/2026_04_MYKI0704.jpg?v=1777562725&width=1200,A small boutique label - understated everyday pieces designed for soft layering and easy…
Mystified Labor,Conceptual,Online only,,https://mystifiedlabor.com/,@mystified.labor,https://mystifiedlabor.com/cdn/shop/files/base.png?v=1780765228&width=1500,"A conceptual label, pieces that turn process into form, working at the edge of fashion a…"
Nataly Shevilly,Luxury,Online only,,https://natalyshevilly.co.il/,,https://natalyshevilly.co.il/wp-content/uploads/2026/05/372103-1.jpg,"Designer label by Nataly Shevilly - elegant, occasion-ready pieces with a feminine, cons…"
Neta Efrati,Luxury,Online only,,https://netaefrati.com/,,https://netaefrati.com/cdn/shop/files/2Q6A7718.jpg?v=1774436639&width=1067,Evening-wear designer with a flagship on Dizengoff Square - Neta Efrati specializes in o…
NewG Lingerie,Lingerie; Activewear; Size Inclusive,Online only,,https://newglingerie.com/,,https://newglingerie.com/cdn/shop/files/2-modells-withsupport-tank-top-large-breasts-built-in-bra-front-view-black-brown.webp?v=1773519588,"Founded by Alex, NewG exists to solve the lingerie problem for larger cup sizes who want…"
Nina by Mili,Minimalist,Online only,,https://www.ninabymili.com/,,https://www.ninabymili.com/cdn/shop/files/Untitled_800x1200px_800x1200px_23.jpg?v=1773861711,"Soft, feminine sensibility and contemporary tailoring."
Nine to Five TLV,Accessories; Minimalist,Online only,,https://ninetofivetlv.com/,,https://ninetofivetlv.com/wp-content/uploads/2024/07/%D7%A8%D7%99%D7%955-681x1024.jpg,"Tel Aviv eyewear born from a small dream - making stylish, quality frames accessible at…"
Ofir Ivgi,Artisan; Prints; Menswear,Online only,,https://ofirivgi.com/,,https://ofirivgi.com/cdn/shop/files/20263_1440x.jpg?v=1773960663,"Tel Aviv-based womenswear and menswear with a graphic, expressive hand, printed dresses…"
Ofnat Bracha,Minimalist,Online only,,https://www.ofnatbracha.com/,,"https://static.wixstatic.com/media/4b4a4f_f44205f059c24c188bf54c58b42f0f02~mv2.jpg/v1/fill/w_1012,h_1348,al_c,q_85,usm_0.66_1.00_0.01/4b4a4f_f44205f059c24c188bf54c58b42f0f02~mv2.jpg",Designer Ofnat Bracha young and fun
OM-ME,Activewear; Sustainable; Minimalist,Online only,,https://www.ommetlv.com/,,"https://static.wixstatic.com/media/86f77e_f6e859b02eb147d0b5847fd2a1e9ad92~mv2.jpg/v1/fill/w_441,h_589,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/86f77e_f6e859b02eb147d0b5847fd2a1e9ad92~mv2.jpg",Tel Aviv activewear and basics for the in-between moments.
Omer Ash,Artisan; Minimalist,Online only,,https://omerash.com/,,https://omerash.com/cdn/shop/files/bl1.png?v=1776957974,"Founded in 2022 in Atlit by Omer Ash at 18, a self-taught designer who learned sewing an…"
On'nanoko,Minimalist; Unisex; Natural Fabrics; Menswear,In Person,Kibbutz Ma'agan Michael (flagship),https://www.onnanoko.co.il/,,https://www.onnanoko.co.il/cdn/shop/files/227502LUMINATOP227522HORIZONPANTS_9.jpg?v=1774525711,"ONNANOKO ('girls' in Japanese), from Kibbutz Ma'agan Michael, makes comfortable, soft, n…"
101 Brand Jeans,Streetwear; Minimalist; Denim,Online only,,https://101brandjeans.com/,,https://101brandjeans.com/cdn/shop/files/101JEANS312714.jpg?v=1777189993&width=980,"A denim label, everyday jeans designed for fit, comfort, and a clean, modern silhouette."
Ori Tamir,Jewelry; Artisan,Online only,,https://www.oritamir.com/,,https://www.oritamir.com/wp-content/uploads/2026/05/IMG_2534-2.jpg,"Self-taught silversmith Ori Tamir works in 925 silver, without molds - each piece treate…"
Orly Yaron,Minimalist,Online only,,https://www.instagram.com/orlyyaron/,,assets/brands/orly-yaron.png,"Designer Orly Yaron's eponymous label, independent womenswear with a personal, considere…"
OT Couture,Luxury; Artisan; Prints,Online only,,https://ot-couture.com/,,https://ot-couture.com/cdn/shop/files/yellow_dre.jpg?v=1741270205&width=1200,"Sometimes a single letter tells the whole story. OT Couture, Hebrew for 'Letter Couture'…"
OZ Capsule,Minimalist; Sustainable,Online only,,https://ozcapsule.com/,,https://ozcapsule.com/cdn/shop/files/lin-643863.jpg?v=1730735611&width=4096,A capsule-wardrobe philosophy - OZ Capsule builds tightly edited collections of consider…
Palms and Tigers,Prints; Artisan,In Person,"55 Hahalutzim St, Tel Aviv",https://palmsandtigers.info/,,https://palmsandtigers.info/cdn/shop/files/zoom_in_new.png?v=1767369845&width=493,"A prints collection inhabiting a world of ancient ruins, Greek statues, botanical elemen…"
Pasiim,Artisan; Prints,Online only,,https://pasiim.com/,,https://pasiim.com/wp-content/uploads/2025/10/A9763984-4692-4998-8EBF-6BBB1C76C82E.webp,"Textured fabrics, hand-finishes and a playful but grounded approach to print and pattern."
Pattern Streetwear,Streetwear; Prints,Online only,,https://patternstreetwear.com/,,https://patternstreetwear.com/cdn/shop/files/IMG_11504.jpg?v=1774988584&width=1400,Streetwear rooted in bold pattern and graphic design - standout pieces for those who wea…
Petit Pois Studio,Minimalist,Online only,,https://petitpoistudio.co.il/,,https://petitpoistudio.co.il/cdn/shop/files/IMG_5873_400x.progressive.jpg?v=1770395465,"A small design studio with a soft, considered aesthetic - Petit Pois makes thoughtful pi…"
Pioo Pioo,Luxury; Prints,Online only,,https://pioopioo.com/,,https://pioopioo.com/cdn/shop/files/IMG_1777_a6547564-0cac-4e5f-8707-cbb31f6e5171.jpg?v=1748971395&width=720,"Founded in 2008 by Mor Valin (Shenkar), Pioo Pioo became an overnight phenomenon in Isra…"
Plazmalab,Streetwear; Edgy; Prints; Activewear,Online only,,https://plazmalab.com/,,https://cdn.modulus.co.il//plazmalab/www.plazmalab.com/images/GRID%20THEORY%20BROWN%20TD_0005_Layer%2084.jpg?width=1000&height=1200&mode=pad,An artist collective making psychedelic and urban tribe clothing - handmade in-house wit…
Raven,Activewear; Minimalist,Online only,,https://raven.co.il/,,https://raven.co.il/cdn/shop/files/GenerativeFill_5e458c74-74b4-4104-8295-2377876a0dd4.jpg?v=1755092364&width=600,Built to flatter the female body and stay comfortable from gym to street to office.
Reggie Studio,Artisan; Jewelry; Sustainable,Online only,,https://reggiestudio.com/,@reggie_jewelry,https://reggiestudio.com/cdn/shop/files/16.5.jpg?v=1741616033&width=800,"Handmade, high-end lifestyle jewelry by Reut Galili, launched in Tel Aviv in 2016. Bold…"
Ripple Yoga Wear,Activewear; Sustainable; Minimalist,Online only,,https://rippleyogawear.com/,,https://rippleyogawear.com/cdn/shop/files/IMG_4231_2048x.jpg?v=1707993718,"Yoga and movement wear designed for flow - soft, breathable fabrics in calm, considered…"
Rona Clogs,Accessories; Footwear,Online only,,https://ronaclogs.co.il/,,https://ronaclogs.co.il/cdn/shop/files/screen-8490.jpg?v=1773403900&width=1024,Swedish wooden clogs reimagined for Israel.
Roni Bar,Minimalist,In Person,"84 Ben Zvi Rd, Tel Aviv",https://www.ronibar.com/,,https://www.ronibar.com/wp-content/uploads/2023/05/0t8a2110-scaled.jpeg,Wear Yourself - Roni Bar's Tel Aviv studio (84 Ben Zvi Rd) crafts womenswear that moves…
Rosery Jewelry,Jewelry; Artisan,Online only,,https://roseryjewelry.com/,,https://roseryjewelry.com/cdn/shop/files/662E8363-A6B8-4633-BCF9-F2C1B9876F46.jpg?v=1759244090&width=800,"Handcrafted jewelry, delicate, considered pieces designed for everyday wear."
SAAG,Streetwear; Accessories,Online only,,https://saag.co.il/,,https://saag.co.il/wp-content/uploads/2025/02/ttyg-82-scaled.jpg,"Contemporary womenswear and accessories - tops, dresses, pants, skirts, and a strong acc…"
Saisei,Sustainable; Minimalist,Online only,,https://wearesaisei.co.il/,,https://wearesaisei.co.il/cdn/shop/files/Untitled_design_-_2026-05-03T101651.667.jpg?v=1777792624&width=1200,Saisei - meaning rebirth in Japanese - label rooted in regeneration: considered fabrics…
Sdom TLV,Streetwear; Edgy; Prints,Online only,,https://sdomtlv.com/,,https://sdomtlv.com/cdn/shop/files/Tezza-9958_f7801b22-4a45-4b99-8e9b-c7400c7d7085.jpg?v=1763571906&width=2000,"Streetwear by Stav Greenhouse - illustration, design and street culture woven into one v…"
Semek Studio,Artisan; Conceptual,Online only,,https://semekstudio.com/,,https://semekstudio.com/cdn/shop/files/A7614D0E-44DB-4632-B7B2-0D14C7C11225.jpg?v=1760401718&width=3840,"For those who still believe in love, for those who gave up on it."
7 Generations,Sustainable; Natural Fabrics,Online only,,https://7generations.co.il/,,https://media.easy.co.il/images/UserPics/25975726_1639392378612.jpeg,"A label thinking past the season - designs made to last seven generations, with an empha…"
Shahar Avnet,Luxury; Artisan; Prints,Online only,,https://shahar-avnet.com/,,https://cdn.shopify.com/s/files/1/0695/8255/3190/files/s.a_336_1200x.jpg?v=1776669153&width=700&format=webp,"Couture-leaning designer Shahar Avnet - known internationally for tulle, hand-painting…"
Sheron Designs,Artisan; Festival,Online only,,https://www.sherondesigns.com/,,https://www.sherondesigns.com/cdn/shop/files/Untitleddesign-2024-01-18T144603.419_9d6ae016-8de5-41af-a5ad-ab5d75d2a81b.jpg?v=1748861511&width=600,"Sculptural, boho festival design from Sheron - pieces that move between art and apparel."
Shirly Halperin,Minimalist,Online only,,https://www.shirlyhalperin.com/,,https://images.squarespace-cdn.com/content/v1/5aa5328f0dbda33f405240b1/1721348790873-Y0YYX8ILAFGRQO3JIANK/8205F3A7-299C-4147-9A46-6908F9408B65.jpeg?format=750w,"Founded in 2004 on Zamnehoff Street, Tel Aviv, a small independent label grown into a un…"
Shuzi Jewelry,Jewelry; Artisan,Online only,,https://www.shuzi-jewelry.com/,,"https://static.wixstatic.com/media/dd35a4_5e686b4f0288480b80e861b11f0af20b~mv2.jpg/v1/fill/w_302,h_501,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/dd35a4_5e686b4f0288480b80e861b11f0af20b~mv2.jpg","Designed and handcrafted in Israel by Sharon Gendelman - fresh, unique pieces inspired b…"
Slimz,Minimalist; Activewear; Lingerie,Online only,,https://slimz.co.il/,,https://slimz.co.il/cdn/shop/files/SLIMZ15.12-0502.webp?v=1766504477&width=1200,"Shapewear and second-skin essentials - Slimz designs sleek, sculpting basics built to la…"
Studio Noa,Artisan; Minimalist,Online only,,https://www.studio-noa.co.il/,,https://www.studio-noa.co.il/wp-content/uploads/2026/04/noa22993-2.webp,"Independent studio working in clean, considered silhouettes, quietly modern womenswear m…"
Studio Oh Design,Minimalist,Online only,,https://studioohdesign.com/,,https://studioohdesign.com/cdn/shop/files/BlackCoalGemStud05_5000x.jpg?v=1771069545,A design studio working at the intersection of considered womenswear and craft-led produ…
Subtle Body,Conceptual; Minimalist,Online only,,https://subtlebody.store/,,https://subtlebody.store/cdn/shop/files/IWJ_4.jpg?v=1744636097&width=713,"A practice shaped to evoke unique states of mind, drawing from imagined utopian futures."
Sugar & Spice TLV,Streetwear,Online only,,https://sugarandspicetlv.com/,,https://sugarandspicetlv.com/cdn/shop/files/99BEBA23-025B-48B0-85E8-67990FFB6A43.jpg?v=1774265435&width=1780,"Tel Aviv-based label with a sweet-meets-sharp edge, Sugar & Spice TLV designs for the wo…"
Take a Nap,Activewear; Minimalist,In Person,"96 Hashmona'im St, Tel Aviv (TLV Mall) (+5 more)",https://takeanap.co.il/,,https://takeanap.co.il/cdn/shop/files/2025_10_23_NAP14668.jpg?v=1761659855&width=700,"Soft, minimalist loungewear and homewear in beautifully textured fabrics designed for th…"
Tal Maslavi,Jewelry; Artisan,Online only,,https://talmaslavi.com/,,https://talmaslavi.com/cdn/shop/files/TalMaslavi_Jewels12197_R.jpg?v=1742834122&width=1680,"Designer Tal Maslavi's jewelry house - fine, sculptural pieces designed to feel at once…"
Tetra Jewelry,Jewelry; Artisan,Online only,,https://www.tetrajewelry.com/,,"https://static.wixstatic.com/media/e088d3_b9e8afb5d6714a48921326751d83d781~mv2.jpg/v1/crop/x_0,y_371,w_5504,h_7514/fill/w_536,h_713,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_4257%20-%20resize%20.jpg","Handmade unisex silver jewelry by Guy Schwartz - original, wild, asymmetrical pieces bor…"
The Freeder,Streetwear; Activewear,Online only,,https://thefreeder.com/,,https://thefreeder.com/cdn/shop/files/3039c56673c093e5eeb0ba9bd74d58a7.png?v=1762510043,"Born from a dancer's borrowed basketball pants, baggy, practical, with big pockets."
The Little Camel,Accessories; Artisan,Online only,,https://thelittlecamel.co.il/,,https://thelittlecamel.co.il/cdn/shop/files/424_1200x.jpg?v=1656921760,"Colourful, artsy wallets, purses, and accessories with a handcrafted soul, small objects…"
Toda & Co,Prints; Streetwear; Edgy,Online only,,https://todaxco.com/,,https://todaxco.com/cdn/shop/collections/CBA119C4-FD88-40D2-9E4D-7A3148B2F164.jpg?v=1774708514&width=1080,TODA - Hebrew for 'thank you' - plays the in-between. Punk and graffiti energy on one si…
Toppatsu,Streetwear; Prints,Online only,,https://toppatsu.co.il/,,https://toppatsu.co.il/cdn/shop/files/tupatzu_18-365423.jpg?v=1774848018&width=840,"Playful, graphic design with a Japanese-leaning sensibility - Toppatsu makes the kind of…"
TRES TLV,Sustainable; Minimalist,In Person,"65 Pinhas Rosen St, Tel Aviv (+1 more)",https://trestlv.com/,,https://trestlv.com/cdn/shop/files/TRES9.3.2610788.jpg?v=1773160140&width=1080,"Launched in 2014 by three women, friends and Shenkar fashion graduates, on the principle…"
Tula,Size Inclusive,Online only,,https://tula-tula.com/,,https://tula-tula.com/cdn/shop/files/tula290538_1600x.jpg?v=1780074990,"Everyday quality womenswear, relaxed silhouettes, great pants, style and comfort for all…"
2sis,Artisan; Minimalist,Online only,,https://2sis.co.il/,,https://2sis.co.il/cdn/shop/files/30880.jpg?v=1773847474&width=1946,"Womenswear by two sisters - small-batch pieces with a clean, contemporary hand."
Ugly Duckling TLV,Swimwear; Lingerie,Online only,,https://gal-angel.com/,,https://gal-angel.com/cdn/shop/files/2V8A7283.jpg?v=1687939677,"A Tel Aviv fashion house born in summer 2008, specialising in flattering women's swimwea…"
Ulla,Sustainable; Size Inclusive,Online only,,https://ulla.co.il/,,https://ulla.co.il/wp-content/uploads/images/3c64da34-d0f6-11f0-878c-6e119a947c39-scaled.jpg,"Comfortable, practical basics - no chasing trends, no seasons."
Uniform Apparel,Sustainable; Minimalist; Natural Fabrics,Online only,,https://shopuniformapparel.com/,,https://shopuniformapparel.com/cdn/shop/files/retroextra.jpg?v=1776777380&width=3000,"100% natural fabrics. No synthetics, ever."
Ustabelle,Knitwear; Minimalist; Luxury; Natural Fabrics,Online only,,https://ustabelle.co.il/,,https://ustabelle.co.il/cdn/shop/files/0014--ustabelle-15-03-261.jpg?v=1773655306&width=1667,"Premium denim, cashmere blends, and timeless tailored basics, with custom-dyed fabrics t…"
Vague Black,Minimalist; Sustainable,Online only,,https://vagueblack.com/,,https://vagueblack.com/cdn/shop/files/DSC08262_840x.jpg?v=1775382787,Founded 2016 by Anuk Yosebashvili and Yaron Shmerkin.
Vered Grebelsky,Sustainable; Artisan; Size Inclusive,Online only,,https://www.veredgrebelsky.com/,,https://www.veredgrebelsky.com/cdn/shop/files/IMG_0214-Edit_1800x1800.jpg?v=1711366715,Slow-fashion womenswear made in Israel - functional pieces meant to live in a wardrobe f…
White Nilus,Artisan; Minimalist,Online only,,https://www.white-nilus.com/,,"https://static.wixstatic.com/media/7a7e94_1ce2b8fb2c96457aabe4ddb0e458d1e0~mv2.jpg/v1/fill/w_693,h_420,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/7a7e94_1ce2b8fb2c96457aabe4ddb0e458d1e0~mv2.jpg","Born from a deep connection to nature and raw materials - timeless jewelry in silver, go…"
Yael Orgad,Minimalist,Online only,,https://yaelorgad.co.il/en,,https://yaelorgad.co.il/cdn/shop/files/YaelOrgad28042642576.jpg?v=1777553479&width=1445,"Designer Yael Orgad's eponymous label, considered womenswear with a careful, contemporar…"
Yodfat,Minimalist,Online only,,https://yodfat.shop/,,https://yodfat.shop/wp-content/uploads/2026/03/4G8A9624.jpg,"At the entrance to Yodfat in the Galilee, set among oak trees with breathtaking views."
Yoske,Accessories,Online only,,https://www.wearyourheart-yoske.com/,,"https://static.wixstatic.com/media/f0d83a_ae2cfe088a5c48f28d9616e9092ae22f~mv2.jpg/v1/fill/w_463,h_694,al_c,q_85,usm_0.66_1.00_0.01/f0d83a_ae2cfe088a5c48f28d9616e9092ae22f~mv2.jpg",Designed by Dorin Cohen Nissan in memory of her grandfather Yoske.
Zikger,Minimalist,Online only,,https://zikger.co.il/,,https://zikger.co.il/cdn/shop/files/DSC06454.jpg?v=1754045837&width=1800,"Womenswear label Zikger, considered, contemporary pieces with a calm, design-led sensibi…"
Zucker Studio,Minimalist,Online only,,https://zuckerstudio.com/,,https://zuckerstudio.com/cdn/shop/files/ZUCKER64258.jpg?v=1778058415&width=1200,"Foundational basics for the modern urban wardrobe, timeless, seasonless, and indifferent…"
Larus,Accessories; Footwear,Online only,,https://larus.co.il/,,https://larus.co.il/wp-content/uploads/2026/02/%D7%A2%D7%99%D7%A6%D7%95%D7%91-%D7%9C%D7%9C%D7%90-%D7%A9%D7%9D-2026-03-17T160045.663-888x1065.png,"A women's footwear label for those who rewrite the rules, named after the seagull and in…"
Giselle,Sustainable; Minimalist; Natural Fabrics,Online only,,https://www.gisellet.com/,,"https://static.wixstatic.com/media/1691bd_cb15f86a7cda4efab30f2f73a2d1d973~mv2.jpg/v1/fill/w_1094,h_1458,q_90,enc_avif,quality_auto/1691bd_cb15f86a7cda4efab30f2f73a2d1d973~mv2.jpg","Designer Rivi's thoughtfully crafted T-shirt label, locally produced in 100% high-qualit…"
Rams,Menswear; Minimalist; Sustainable,Online only,,https://www.ramstreetwear.com/,,https://www.ramstreetwear.com/cdn/shop/files/1_5ba9429b-037c-4bf9-bacd-523b1167289f.png?v=1772616310&width=3840,"A menswear label built around clean cuts, precise pieces, and an everyday presence."
Flaeshwear,Streetwear,Online only,,https://www.flaeshwear.com/,,"https://static.wixstatic.com/media/03771d_b1d87a546581450e93af9c1e002c2660~mv2.jpg/v1/fill/w_496,h_662,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/03771d_b1d87a546581450e93af9c1e002c2660~mv2.jpg","A return to colour, structure, and unapologetic presence, flæsh draws its visual languag…"
Gershon Bram,Artisan; Luxury,Online only,,https://gershon-bram.com/,,https://gershon-bram.com/wp-content/uploads/2026/02/Untitled-Album-404-of-512-scaled.jpeg,"Contemporary womenswear with modern tailoring and relaxed silhouettes, high-quality fabr…"
Gladis,Minimalist,Online only,,https://www.gladis-shop.com/,,https://www.gladis-shop.com/cdn/shop/files/IMG_9247.jpg?v=1757854440,"A boutique womenswear label blending classic style with vintage touches, flattering, ori…"
Stella and Lori,Artisan; Luxury,Online only,,https://www.stellaandlori.com/,,https://www.stellaandlori.com/cdn/shop/files/0555-S_L-16-04-26_1200x1800.jpg?v=1779182316,"Two Tel Aviv sisters, from branding and architecture, named for their grandmothers Stell…"
Tali Dadon,Activewear; Sustainable,In Person,"Near Ayalon Mall, Ramat Gan (studio, by appointment)",https://www.talidadon.com/,,https://www.talidadon.com/wp-content/uploads/2023/06/20230529_111831-scaled.webp,"Recycled-fabric activewear, performance textiles imported from Italy and made from fishi…"
Justwo Jewelry,Jewelry; Artisan,Online only,,https://justwo-jewelry.co.il/,@justwo_jewerly,https://justwo-jewelry.co.il/wp-content/uploads/2025/08/%D7%A1%D7%9863.jpg,"Timeless, feminine necklaces and layered sets by stylist Shiri Greenstein, classic piece…"
Konki Collection,Streetwear; Prints,Online only,,https://konkicollection.com/en,,https://konkicollection.com/cdn/shop/files/2_b53cdcaf-7722-4733-a241-a736dfe55f2a.png?v=1744970858&width=800,"A new fashion brand whose collections are much more than meets the eye, built around val…"
Omi,Streetwear,Online only,,https://omi-brand.com/,,https://omi-brand.com/cdn/shop/files/870c6e32-48b2-4622-a118-9abbd0c00fe6.jpg?v=1743013983,"Founded by two wounded IDF veterans together with fellow soldiers, a label that turns pe…"
Zohara,Accessories; Lingerie; Swimwear,Online only,,https://zoharatights.co.il/,,https://zoharatights.co.il/cdn/shop/files/51_632cc0ff-8aba-4a55-9938-80f6eef9db00.jpg?v=1775753454&width=600,"Started in 2010 with a clear vision, take the classic basic tights and turn them into a…"
Seestarz,Contemporary; Ready-to-Wear; Swimwear,Online only,,https://seestarz.com/,@seestarz,https://seestarz.com/cdn/shop/files/2H3A5976.jpg?v=1778854919&width=1800,"An online women's fashion house by sisters Alona and Daniela Tzur, with a new drop every…"
Panta Rei,Activewear; Swimwear,Online only,,https://www.panta-rei.com/,,https://www.panta-rei.com/pub/media/catalog/product/cache/2ae2fb788942888b80ddda186f9748bd/l/a/LA01290_LM93K_1-1775466914732291.jpg,"Quality sportswear built to move with you, leggings, sports bras, studio and running kit…"
Precious Individuals,Artisan; Minimalist,Online only,,https://www.precious-individuals.com/,,"https://static.wixstatic.com/media/686d8d_3766dd56125e4e8e92df6872139bb111~mv2.jpg/v1/fill/w_470,h_705,al_c,q_85,usm_0.66_1.00_0.01/686d8d_3766dd56125e4e8e92df6872139bb111~mv2.jpg","Yasmin Dayan's Tel Aviv studio, handmade women's fashion, locally designed and made."
Cnaan Studio,Jewelry; Artisan; Minimalist,Online only,,https://cnaanstudio.co.il/,,https://cnaanstudio.co.il/cdn/shop/files/copy_8ae7eae2-c2ee-49ae-b7dc-08f0f5f52eec.jpg?crop=center&height=914&v=1773206106&width=914,"A boutique jewelry brand handcrafted by Noa Cnaan, inspired by the beauty of handmade wo…"
Figura,Footwear; Artisan; Legacy,Online only,,https://www.figurashoes.com/,,https://www.figurashoes.com/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-03-at-9.25.16-AM.jpeg,"A footwear house founded by Eli Shukron in 1989 with nothing but belief, a single hide o…"
Skirtly,Minimalist,Online only,,https://skirtly.co.il/,,https://skirtly.co.il/cdn/shop/files/1_3785e62c-ce41-49f4-972f-4ae6ef667183.png?v=1756644382&width=1680,"Womenswear designed around that moment in front of the mirror, when a garment doesn't ju…"
Sun Set,Prints; Swimwear,Online only,,https://sunset.design/,,https://sunset.design/wp-content/uploads/2022/12/1-14-scaled-390x490.jpg,Born from the idea that freedom isn't a vacation but a state of mind.
Nivi Scrunchies,Accessories; Artisan,Online only,,https://niviscrunchies.co.il/,,https://niviscrunchies.co.il/wp-content/uploads/2025/10/DSCF0076-scaled.jpg,"A small brand born from Nivi's love of making and handcraft, she started sewing at 16, f…"
Wine Not,Minimalist; Sustainable,Online only,,https://winenotbrands.com/,,https://winenotbrands.com/cdn/shop/files/WINENOT3.3-11825.jpg?v=1772643708&width=700,"A label that makes everything locally, from idea to cut to final stitch."
Boe Body,Lingerie; Minimalist; Size Inclusive,Online only,,https://boebody.com/,,https://boebody.com/cdn/shop/files/eda5a741c846bbfe7ed86428bd5466e4.png?v=1768984998&width=600,"Shapewear, underwear, and tops that you can breathe in and look great."
Heartbit Culture,Streetwear,Online only,,https://heartbit-culture.com/,,https://heartbit-culture.com/cdn/shop/files/5DC18A17-2FFE-4F7A-A0F2-B00F9B03FCE8.jpg?v=1767356956&width=1680,"From the beat of the rave to the rhythm of the streets, techno-driven streetwear built t…"
HOP,Minimalist,Online only,,https://h-o-p.co.il/,,https://h-o-p.co.il/wp-content/webp-express/webp-images/uploads/2026/02/20-4.jpg.webp,"' It's not the garment that changes a woman, but the feeling she gets from it."
Tamara Gartenberg,Jewelry; Artisan; Prints,Online only,,https://www.tamaragartenberg.com/,,https://www.tamaragartenberg.com/wp-content/uploads/2025/10/IMG_1780-920x1227.jpg,"A Bezalel graduate who founded Tamara in 2005, a brand that began with vividly colourful…"
Tamu,Minimalist,Online only,,https://tamupants.com/,,https://tamupants.com/cdn/shop/files/TAMU_30_09_251430_c6b7a48f-dd1c-4697-a76b-6861dc9dfec8.jpg?v=1767294266&width=1206,"Founder Tami made her first pieces for herself, out of a need for clothing that felt cal…"
Amare,Minimalist,Online only,,https://amare.store/,,https://amare.store/cdn/shop/files/amare-11.9.25-0738_BLUE.jpg?v=1780044912&width=5000,"A home for timeless fashion, born from a love of meticulous design, clean lines, and unc…"
Halel,Jewelry; Minimalist; Artisan,Online only,,https://www.halel.online/,,https://www.halel.online/wp-content/uploads/2026/01/E7BBED8F-6FAB-47E0-A58B-2141C6A0FAB3_1_201_a-scaled.jpeg,"Born from a love for subtle, minimalist design with attention to every detail."
Tami Chomsky,Minimalist,Online only,,https://www.tammichomski.com/,,,"Tel Aviv womenswear by Tami Chomsky, a Bezalel visual-communication graduate who founded…"
Salon Berlin,Streetwear; Minimalist; Unisex,Online only,,https://salonberlinstore.com/,,images/salon-berlin.png,"Founded in late 2007 to offer a comfortable, social alternative in Tel Aviv dressing. Ti…"
Kvish 1,Streetwear; Prints,Online only,,https://kvish1.co.il/,,https://kvish1.co.il/wp-content/uploads/2026/03/Cream-color-regular-fit-Miriam.png,"One road, for people who feel. A magazine living between Jerusalem and Tel Aviv, the rel…"
Foshu Studios,Minimalist; Swimwear; Unisex,Online only,,https://foshustudios.com/,@foshu__,https://foshustudios.com/cdn/shop/files/28.jpg?v=1780225914,"A contemporary label for women and men, clean, current collections spanning swimwear, dr…"
Vivo,Minimalist; Streetwear,Online only,,https://vivoofficial.com/,,https://vivoofficial.com/cdn/shop/collections/summer-25-265474.png?v=1759076474&width=1000,"Clean, minimal, and international, with quality that speaks for itself. Inspired by life…"
Taanug,Streetwear; Prints,Online only,,https://www.taanugshop.com/,,https://assets.bigcartel.com/product_images/402709752/ido_cam-4.jpg?auto=format&fit=max&w=2000,"An innovative, kicking brand that grew out of a drunken night among a group of friends f…"
Rotma,Minimalist; Artisan,Online only,,https://www.rotmaas.com/,,https://vzsycshnkqbotiurewfz.supabase.co/storage/v1/object/public/product-images/1780509219209-929612011.jpeg,"Crafted in Tel Aviv, inspired by classic European elegance. Rotma makes thoughtfully mad…"
